text,label
好的，7月份暑假高峰，您也可以6月份复查,1
嗯？,0
可以先口服抗生素控制一下 多西环素,1
加用免疫调节剂：胸腺肽肠溶片（早晚各15mg）,1
下周一来医院复查血HCG，如果翻倍好的话，就放心了，周一让医生帮你约一下孕6周左右的B超,1
完全没必要担心。,0
你的情况已汇报韩主任，他让你在好大夫上联系他，你搜一下韩凌斐主任,1
你把最后一次BHcg报告和B超报告都发给我看。,0
这是右中叶的实性结节,1
3分药3分护理 4分避免刺激诱发因素，护理和避免刺激诱发因素还是靠家长，家长会比较辛苦，注意清洁润肤，避免刺激诱发因素。,1
月经滴滴答答建议做个宫腔镜下诊刮术，化验一下内膜，看有没有问题,1
症状不严重，手术可以择期做。,1
您有任何问题都可以通过线上直接与我取得联系，我将为您解答。,0
不知近期是否仍感下腹疼痛？,0
延颈髓髓内占位，室管膜瘤可能性较大，建议手术治疗。,1
不是，常规核磁只做t1，t2，flair,1
其他结节均无变化,1
最近月经准吗？,0
CART治疗，目前疗效不明确,1
建议近期复查一下B超看看内膜厚度然后看看是否要吃黄体酮让月经撤退一下？,1
看结节不光看大小咯，看力度啊形态等等你目前我认为是良性的，好吧，如果你还是不放心的话还是有很焦虑的话，你还是到我门诊吧，我只给你看。,1
指标在好转，但一个月左右还是需要复查一下,1
指标还可以，但需要再化疗后每1-2周复查一次血常规和肝肾功能电解质，有异常及时处理。,1
您好，从影像片子来看，左肾上极背侧有个肿瘤，考虑恶性可能大，如果患者身体状况可以的建议手术手术治疗，最好过来我们医院手术，微创保肾,1
照片上看主要腋下褐色凸起，表面光滑，首先考虑为皮赘，又称软纤维瘤。,1
如果长大，要手术的,1
其他药物继续服用,1
正常出生,0
这个地方可以做射波刀治疗。,1
像你这个情况的话，如果是肠道有其他那些问题的话，这还是要到那个呃，消化科去看，或者是那个普外科去看在我这个地方来说的话，如果是包裹积液，没有任何问题，正常生活就可以了，如果是由于一些包括你积液还加上一些合并于其他疾病的话，你还是要到专科医院去看一下专科去看一下，比如你说这个排便特别细的话这件事情的话，呃确实是没有办法用包裹性积液，这个方法来解释的。,1
下周二来做检查，周三入院手术，当天即可出院，在北京西路,1
这种情况控制后不能直接停药，需要逐渐减量（比如到皮疹消退后减量到一天一次，再控制两周后隔天一次，再稳定两周后后隔两天一次，再隔三天一次，后期每周一两次等，直到停药观察），这样不容易复发,1
现在就诊需要提供48小时核酸检测报告,0
不会的，有的人两年，三年五年，都一直吃的也没关系的，啊啊，不影响的不冲突。,1
一个月后复诊,1
还是只有黄色的水,0
前列腺液的检查排除一下有没有前列腺炎,1
你自己先看看能不能看，确定好了，现在可以,0
根据您的评估，,0
稳定的时候可以的，游泳前先润肤。,1
建议外喷生长因子，口服维乐多和赖氨葡锌1个月如果没有明显好转的话，必要的时候到医院做维生素、微量元素，免疫功能和甲状腺功能的检查，平时注意休息，早点睡觉。,1
是的，有变大的趋势，如果可以的话就手术吧。,1
尤卓尔 美克 一天各一次,1
那你得来医院再做个CT，如果这次是一个新的结石倒还好，如果是半年前的那个结石还没排掉，那一定要及早手术,1
名字和取片单拍照发给我,0
内分泌指标查过吗？,0
其他从胸外科来说没有什么疾病会引起腰部疼痛，希望这样的回答能够帮到你,1
没有特殊要求，正常生活即可,0
盖百霖遮盖液,0
选择一款使用之后，不紧绷、不干绷的洁面产品即可。,1
看起来不是太早,0
呃，白细胞数还可以呃，说明并不是炎症为主，可能还是药物要做调整好的呀那个呢，好大夫上打我电话就可以，现在可以的。,1
或者到你们当地的医院再去查一下B超啊这些吧，我在这儿瞎指挥你，你还有小便啊，还有这个验一下怀孕啊，这些都要排除一下，或者宫外孕啊这些。,1
门诊就诊后安排治疗。,0
见具体交流,0
除了口服中成药，其他的类似。,0
她接触过小动物吗？,0
更光疗前后无关的，跟服药也没有冲突,1
盆腔积液不用治疗,1
三种药一起涂，脓疱退掉后口服药可以停一段时间。,1
我这里就住一天，一般一周恢复,1
也不会传染和恶变。,1
呃，因为你这个涉及好几个学科啊，所以说包括心脏跟那个颈颈动脉都不是我一个人能说了算的，所以说，建议你还是到门诊，这个要住院的啊，住院的，然后请他们其他学科来会诊。,1
如果疱疹病毒抗体阴性可以排除,1
2020年那次疫情就是这样的。,0
您方便来上海？,0
还疼吗？,0
今天就开始吃呀,0
存在高雄激素和胰岛素抵抗的话，口服达英35和二甲双胍,1
这个片子的浮梁县没有只有强化的那强化比较厉害了，那前面我不知道为什么要用呃，再没复发之前要有被卡单卡，因为，因为贝伐单抗我们就复发的时候，再用那么复发了，以后贝伐单抗和安诺缇呢，这两个选择的话贝伐单抗呢，是有药物身份证的那安罗替尼呢，目前还没有啊，可以根据你的用药的安全你做选择吧，我们一般用的被罚多一些啊。,1
我尽量早点安排入院,0
可以半年复查，不会转移,1
现在化疗的副作用比以前小很多了。,1
再做一个CT给我看看。,1
你HP转移近以后肯定去打酒戒咯，干嘛还打四介呢。,1
好，其实不影响顺产的,1
可以的,0
《患者导向的湿疹测量（POEM）》，得分：18分,0
小脑扁桃体下疝受压情况明显改善了。,1
如果没有脑积水形成，一般不会影响孩子生长及智力发育,1
现在上午没有门诊，因为中午是休息的这个中午整事啊，这些东西全部都关掉是清场的，所以下午的话，基本上一点半一点钟开门啊，来挂号加号，所以你可以早一点到你越早到的话，你12点多就可以到了来排队等到开门了，以后你进来你就可以早一点加号早一点开门诊啊，但是现在上午没有我也没办法啊，中午因为没有联系门诊。,1
光疗可以继续做。,1
即使继续服药的患者频率和剂量也显著下降。,0
4.尽量减少出汗，出汗后及时用软毛巾擦干，薄薄涂一层保湿霜；,1
特应性皮炎的孩子尽量避免游泳，特别是以前不打达必妥的时候。,1
才吃达芙通啊，到底是吃。,0
以上均是今年三月CT图像,0
暂时不换，先检查nse看看,1
2. 恢复和保持皮肤屏障功能：外用保湿润肤剂是皮肤病的基础治疗，有助于恢复皮肤屏障功能。,1
治疗建议口服抗病毒药，优选的药为溴夫定（左代），一天一粒 ，疗程7天（自费，一般来说效果更好，副作用更小）；或者选用常规抗病毒药伐昔洛韦，一天三次，一次600mg，疗程7天（注意肾功能有问题者，剂量减半） 或者阿昔洛韦，一天四次，一次400mg，疗程7天（注意肾功能有问题者，剂量减半）；此外，还需要口服甲钴胺，一天三次，一次1粒；口服加巴喷丁，一天两次，一次300mg；外涂炉甘石洗剂，一天四次。,1
属于很早期的病变，癌细胞类型也比较温和，目前不需要抗肿瘤治疗,1
建议没有明显不适可以炉甘石洗剂每天3到5次外用患处,1
减少右手写字，少写字或者左手写,1
医生可以帮助比较,0
泌尿系统也没有结石和积水，也没有糖尿病。,1
（根据白带化验结果显示）不管是阴道炎还是宫颈炎治疗是一样的方法，一样的药物治疗,1
照片拍给我看一下。,0
可能会有正面的效果。,0
哎，巩固嘛就每天吃一粒吗，就是巩固呀，比如现在一天两次，一次一粒对吧，我看你这个情况再吃两天就可以减量了，哎，就简称每天晚上一次就可以了，好吧，大概在吃个三五天的，哎，差不多好了就可以停了啊。,1
强的松60mg，每日一次，早餐前吃掉，奥美拉唑每日一次，和强的松一起吃，然后每日补充钙片和氯化钾，一个月后到上海来检查，看效果怎么样,1
嗯，没有必要吃他定的好吧。,1
面部隆起性新生物 要要考虑肿瘤，且需要排除恶性肿瘤。,1
这种情况抗过敏药（包括口服和外用药物）控制后不能直接停药，需要逐渐减量（比如到一天一次，控制后隔天一次，稳定后隔两天一次，再隔三天一次，后期每周一两次等，直到停药观察），这样不容易复发,1
是的，争取内镜手术,1
以上治疗连续10-20天，如皮疹不见好或有加重新发，请及时联系我或来面诊，酌情查过敏原、总免疫球蛋白E、嗜酸粒细胞绝对计数。,1
可以在当地医院做一个B超，做一个CA 125和雌激素检查发给我。,1
就是五天盐水太短,0
应该没有受压,0
1.过敏就像感冒一样，确实很难根治哦。,1
精神因素：长期精神紧张，容易免疫力紊乱。,1
这个可能不同的医院不太一样吧，按照标准的规范，放疗肯定是必须要做的化疗的话可以小化疗可以大化疗放疗，更重要，按照国际通统一的这个职能还有我们上海这边的这个处理这种情况肯定要放疗的。,1
三个月后复查吧,1
啊，那么呃，牵涉到要制定治疗方案的话，呃，首先第一就是你拍给我左侧脸的这个照片了和正面的照片，那么呃，从正面看，可能右侧面颊部好一点啊，但是我也希望你把右侧面颊部的照片啊，也比较清晰的拍上来让我看一下。,0
二年之内不能重复放疗。,1
对的，口服药只买一种买来吃就可以，外涂的买来只是外涂于皮疹，不是洗的。,1
过敏药吃上吧,1
我们医院有子宫动脉栓塞，也可以不动手术，达到治疗目的。,1
哦,0
把病人的电话发给我,0
比较贵。,0
伤口滴一滴，周围滴二三滴涂抹开,1
如果是呃，开瑞坦和复方甘草酸苷片止痒效果就很好开始停可以不吃，如果不行的话开始停也可以带吃的啊，然后他克莫司价格差了很多很多是吧啊，40级的，也可以的差别不大的哦。,1
看胸外科门诊,1
重度影响家庭生活质量,0
不是说没有更强的药物 但是兼顾安全性和有效性这个是最好的。,1
你好，我是王医生，我想问你一下，你有那个有症状吗，比如说腰痛，血尿等等的症状有吗。,0
外用药和复方氨肽素片可以在此购买，你需要吗？,0
不需要太关注,0
可以用干扰素，就是不一定有很好的效果,1
先吃一个月,1
膀胱镜没什么问题,1
线下药店很少有。,0
哦 是 两周一次,0
可以停了,0
手术简单，切除方式楔形,1
【处方】,0
好的超声也能看出来的,0
以上建议仅供参考，酌情来面诊。,0
另外，同时涂炉甘石洗剂，6~8次/日，有消炎，止痒，杀菌功效。,1
红斑边界清楚，貌似沿着口罩覆盖部位分布，达必妥有助于治疗疾病本身 ，减少或不带口罩可能减少外界刺激,1
头上没管子了 是吗,0
随便去你去问哪个医生，你这样问他啊，你能确定我不带病毒吧，谁敢这么说，正常人带病毒带细菌啊都很正常的呀，但是他有免疫功能的了呀。,0
从照片看并没有渗出 可以直接外用艾洛松乳膏 （不要和任何东西混合）一天一次 薄涂 3-5天,1
多休息,0
其他反应都不大,0
嗯，育胎丸，你有吗，就把它吃完吃完就不要再买了啊，然后，嗯，可以的，那你就在他们那儿查一下，如果说嗯同型半胱氨酸正常了，就可以不吃了啊。,1
现在床位紧张，争取周一或者周二办理住院，周四手术；这几天每天做核酸,1
阴道镜检查时有无宫颈活检及宫颈管搔挂？,0
药方已开好,0
客气啦,0
我5.19全天门诊，欢迎看诊。,1
呃，做介入的话，我们医疗组是田彦龙教授的车到底选哪里，这个嗯之后，这不是我们讲了那么还是呃，我们家属或者是说病人的意愿，你愿意来吗，那就我们就登记入院就排队入院，你愿意在当地治疗，比如说保险的比例比较高，或者是呃，当地有比较熟悉的医生都可以的，这个嗯，现在看病已经不是什么特别大的障碍了，那么就像现在，你看在网上挂号也很方便，对不对。,0
没什么事情了，以后会慢慢好的,1
建议你复查白带常规检查+支原体培养看看是否转阴？,1
排上了,0
上半身肿的原因可能是皮下有一些气体，大约1-2周后会慢慢吸收,1
如果体温38.5度以上的话，可以用消炎痛栓等退热药对症处理一下,1
好的，空军特色医学中心开的外用药用过之后加重？,0
纽强放冰箱冷藏,1
没关系的，不用再开窗口你，你这种三四毫米五六毫米的实性，小姐姐95%以上都是良性只需要一年随访观察就够了。,1
记得要遵从医嘱，注意保持心情愉快，有什么不舒服的随时给我留言，我们会最快且准确回复您，早日康复。,1
饮食鱼虾蟹和酒不要吃,1
应该求助内科解决。,1
呃，这个药呢，其实有它的好处就是安全性好，所以这么大年纪你也不用担心对他的其他身体的影响，第二个好处呢，它就是止痒效果比较好，但是对老年人是不是反应，有年纪轻的人那么快，那不一定可以去试呃，所以这个药的缺点也是很明显就是价格高，没有其他的缺点，而且你这个疾病，你可以问一下当地医生能不能进医保，因为只有特应性皮炎才能进医保，你这个打的话可能就是要全部自费了。,1
考虑带状疱疹。,1
除了抗过敏的药物，还可以试试提高免疫力的药物，比如脾氨肽冻干粉口服。,1
你好，先阿司匹林吃起来，然后做个头部磁共振平扫发给我看一下，如果症状频繁发作，还是建议早点手术,1
这些激素软膏都可以用，但是考虑到小腿上有静脉曲张，屏障比较差，建议短期使用。,1
@华克勤 请您查看留言内容,0
那还是体重偏重的，最好体重在110斤左右,1
建议ADC暂停,1
因为光疗一周两次要一段时间的。,1
做膀胱镜就行了,1
你的情况是这样的啊，他这些症状呢，经常反复，现在我们做出了影像学检查，看它是有这个掐位畸形有下疝的这种情况的话不能说你100%跟这个下山有关系，但是他可能也是有关系的基础之一吧，你这个东西的话，我们一般建议你是做手术的做了手术之后，可能会有好转，当然所有的毛病都不是100%可能有好转的啊，大部分人有好转，总归有那么个别的人，他没有好转，这个事情，你要想清楚的，如果你想清楚了之后来做手术是可以的，这种手术本身我们也是很成熟的呃呃，手术也比较安全的，呃，你这个东西的话，你们如果呃就是家里面愿意做手术医生的风险也给你告知了，就是说这个就是应该是会有获益的，但是很难讲你100%就会完全的好转，毕竟你还有其他方面的一些问题，像抽动症啊，通过手术是不会改善的，所以你考虑考虑考虑好了可以过来。,1
艾洛松乳膏，每日一次，外涂，晚上擦,1
这就是我看到的,0
药店有卖的，可以自行购药,0
孕前血糖多少？,0
吗,0
目前恢复总体来说不错，各项内分泌指标有波动可以先行药物替代，等下次我们医院随访后再调整。,1
请问现在是在吃泰尔丝了是吗？,0
手术也可能造成正常垂体的损伤,1
如局部能修补再修补，如不能修补，则建议膀胱颈部切除或全膀胱切除。,1
可以用小药杯，泡一下。,1
一个星期左右吧，网上都能看到。,0
希望早日控制，早日恢复，加油。,0
吃这个药麻烦一些  月经出血第一天开始一粒 连续21天 停药7天后开始下一盒,1
再决定是否穿刺。,0
lsil可以选择保守治疗，激光或leep术，年轻患者多采取保守治疗,1
现在的状态 你可以什么都不涂 等三天 也可以 一天一次艾洛松 其他都不需要,1
2周左右停用复方克霉唑乳膏香港奥青的后，可以外用0.03%他克莫司软膏，每天2次，用1周后每天用1次，再用1周，变成隔天1次，不能便停用，慢慢减量,1
半年后复查胸部低剂量薄层平扫CT,1
我帮你关心一下吧。,0
三个月后复查胸部低剂量薄层平扫CT，确认炎性结节完全消散,1
用法用量：外用冲洗或湿敷。,1
月经少，卵巢多个小卵泡，没看到雄激素水平，其他激素水平正常。,1
不是害人的毒药,0
建议3-6个月要定期复查B超、尿常规和PSA。,1
对的,0
嗯，家长你好，其实我的用药建议呢，已经给你了，如果泡着药呢，就用湖南西林溶液每日两次，每次五到四分钟就可以一般五分钟就可以了，那么呢，呃，要么就净霉素眼药膏，这两个药都可以的，呃，如果没有尿路感染呢，不需要吃什么药的，所以说呃您呃，不需要每个药都发给我，因为不是所有药我这边都用过的一般像您这种情况如果没有诊子就等它慢慢消肿，减少冷库摩擦，避免剧烈运动。,1
呃，不要着急，一个礼拜呢，有时候不行的不够的，你接着用至少先用满两周两周呢，多少效果会明显一点，如果效果确切你这个药可能还要两周可能还不够两周是个起始剂量起始剂量，所以先吃满两周第二个呢，你再看看其他方面，最主要是两个方面啊，一个是你的这个情绪休息，调整一下第二个呢，你热心的这些食物啊，这个包括一些你看看有什么营养品补品，在吃的热性的一些食物，呃有没有，如果有的话，你要暂停一下啊，问这个问题不大，你一个礼拜太短啦。,1
连续10-14天，如不见好再酌情调整,1
给你做检查的医生怎么说的？,0
收到，感谢您的补充思思家长，手上似乎起水疱了。,1
最重要的是等疫情稳定了到我这来一下吧，我要看看第三步治疗能不能做。,0
积水导致双侧肾功能已经受损，右侧受损严重,1
4.无色素痣的复色率要低于白癜风，一般40-50%左右的复色率。,1
有转移吗,0
可以考虑包皮环切术,1
脑部片子发来看看,0
很抱歉的告诉您，目前这个疾病尚不能治愈，医生只能帮助缓解控制症状，但仍需要积极治疗，因为发的越严重越难控制，基本很难达到100%缓解。,1
这个病毒可能是HPV或痘病毒，要病理上鉴定的。,1
不要乱抠乱挤，以免留下痘坑痘印。,1
下午B超做不做都无所谓，主要是看你这个HDG呃的情况先判定是不是胎停了，如果确定是胎停的话，那么你像保胎的这些药都可以停掉了。,1
这个美皮肤是对增生性的。,1
不做手术，内膜息肉可能会月经不正常，异常出血等，关键需要通过手术明确这个占位是息肉还是其他的，是否是良性的,1
建议你每天口服维生素C，500mg；维生素E100mg；复方芦丁片，一天三次，一次二片。,1
建议外用夫西地酸乳膏。,1
我的治疗方案建议,0
建议术后及时中药辅助治疗。,1
昨天就在杭州湾医院,0
因为你吃药前前后后也有半年了 其中复方甘草酸有可能会继发水肿的，但是停药以后再肿 跟药物相关的可能性就不大了。,1
游泳池，泡温泉，住宾馆等公共场合都会感染支原体的,1
瘙痒的时候，外涂糠酸莫米松乳膏，早晚各涂一次。,1
可以顺产，没有影响,1
一起切 定位,1
B超检查图像会有差别。,1
不用担心片子我看到了 这种是不成形的膜玻璃结节 而去很想 密度也很低 不会有问题的 只需要定期复查前后对比就行了,1
没问题，当地差胸部增强CT，颈部和腹部超声，血肿瘤指标。,1
怀疑是那天整个塞，她把整个嘴巴捂上了，会不会跟这个有关系：有关系的,0
呃，你好这样啊，那个病情呢，我们已经看到了，但是呃两个事儿第一个呢，上传的这个磁共振不好阿传的这几张片子呢，都不在血管畸形团的位置，这是第一个第二个呢，就是呃，这个造影啊，我看你已经写的是做过了，但是我们确实是没有看到那么从这个地方看呢，的确是，如果按描述所讲的应该是在功能区的那么如果有手的没有力气啊，我不太明白，因为病情讲的还不是很清楚是发作的时候，突然间的呢，还是一下子一下子的呢，还是长期这样子，因为如果在功能区的话，这个相对就比较复杂了，那么可能只能考虑做栓塞治疗呢，手术治疗可能不考虑，但是如果是癫痫发作呢，做完栓塞治疗之后，癫痫会加重的。,1
一般第二天就可以上班啦！,0
这次肿得比较厉害，同时虫咬继发了感染，这个季节较多,1
所以如果没有症状，先这样，因为她本身就比较大，稍微有点小的情况问题不大，但是如果两个月复查了越来越大，那肯定有问题了。,1
（5）特需病房全部费用不负责医疗保险报销，相关商业保险，可致电62484880转75601,1
是否已服用相关药物？,0
盆腔炎会肚子痛,1
小朋友最近头型如何，空下来，记得拍些照片给我评估噢。,0
不谢,0
7.孩子本次有无就诊？,0
呃，这个职业的液体敷料就是这个先在头皮干的时候去使用的啊，就是治愈精华液啊，这两个是一样的，然后这个后面的话，等到放两三分钟冲掉以后再用这个慢城市的这个洗发水啊，控油的洗发水。,1
应该也有；同时是否复发，也与患者病情、身体素质关系更密切。,0
我这里住院排队大约一个月左右，是否手术还需要进一步仔细评估,1
因为病史遗失，得按初次就诊来问点病史了。,0
一般单个病灶不影响治疗,1
请您把你的出院小结和门诊病历拍照后发给我看看,0
目前看是这样的,0
费用的话，我跟你说一下华山，目前我的床位有800多个病人在排队预计要排半年左右，呃，甚至更久化生比较快的床位是特需病房，每天床位费一千五也可能要排到两三个月以上好吧。,1
你用过的不理想，没有过敏，抗炎可尝试美满霉素、或者磺胺类药物！,1
近期是否有生育要求？,0
而住院放化疗就要去其他医院做。,1
能够帮助别人，是我幸福！,0
手术,0
哦 那你还是什么都不要用,0
激素六项是月经期第2到5天查的吗？,0
第三题的话，所以说你还是要问一下你的主刀医生。,0
丘疹性荨麻疹，这个疾病本身呢。,0
如果你十号来月经的话可以啊，没问题，你下个星期周二上午11点之前一定要到到门诊楼四楼412房间阴道镜门诊来找我加号，周一晚上不同房，不塞药不洗盆浴。,1
你一直这样子自己这样子吃药，我害怕有问题，如果你坚决觉得不会怀孕，坚决不愿意到期，你，如果一直止不住的话，有可能也要刮个宫看看子宫内膜有没有病变有没有问题啊，这些如果你坚持不肯来不肯查，那你可以吃一盒避孕药，每天一粒啊。,1
建议你暂时观察一周，然后随访hcg和孕酮看看是否上升？,1
皮肤多处毛如果有湿疹的反复，还是建议尽量使用非激素药膏，但有时可能非激素无法控制缓解，又影响孩子的生活质量，平衡利弊，对孩子生活质量的影响远超过多毛的副作用时，建议短期使用激素药物。,1
是这样啊，这个巴黎七呢，到底是减不减量，还是什么样的情况，我的建议啊，应该先要这个先要把这个药物啊，这个要看看你现在这个用了芭瑞缇呢，这两片以后这个效果你满意吗，如果你满意的话，我觉得可以，如果你不满意的话，我的建议还是要这个，这个，这个还是要再继续吃两片，因为实际上两片的副作用本身也不大他这个正常绝大部分的人都是需要知道呃四毫克两毫克可能不太够。,0
没关系的，这个月经量要是没有带这个出血的，要是不大于尽量就问题不大，你再看看吧，呃，摆摆嘛，吃就吃着好吗。,1
清洁要温和，过度清洁会破坏皮肤屏障，对皮肤无益。,1
肺功能减少,0
治愈后用一个疗程的乳酸菌，可减少阴道炎复发。,1
如果觉得有效，至当地医院或者正规大药房买药继续用也可以,0
化验正常，继续原来的药物治疗，没有特殊情况的话半年内不再调整药物方案。,1
下周正好有个人不来,0
一般形态变化或者4-5mm以上就要介入栓塞处理了。,1
明天我不在，周一到门诊拿,0
感染发炎了。,1
继续口服阿司匹林还有他汀类药物,1
不客气，继续加油，如有问题随时问我,0
我认为你发的治疗方案是妥当的,0
另外呢，就是说如果不想等的话可以吃点黄体酮阿胶囊呃，每天200毫克，也就是早晚各两粒，嗯，吃个五天停药以后等个几天到十天，他应该是会来的，因为你这个子宫内膜还是蛮厚了，已经好吗。,1
尿管延长留置时间一般不要紧的，注意保持尿管引流通畅。,1
好好润肤，每天润肤2次，凡士林，尿素乳膏或者其他润肤剂都可以，推荐用丝塔芙大白罐或者玉泽乳液,1
那就改成地屈孕酮片一天3次每次一片也行。,1
尽量增加休息。,0
第二针刚刚打的吧,0
我之所以考虑选择段切保肺，是觉得结节良性可能性大，如果术中病理说恶性，还是会转为叶切,1
小剂量用于控制面部红斑,1
手术后如果肿瘤有残留，我们可以给你做伽马刀或者射波刀治疗。,1
住院磁共振预约相对很快。,0
不客气的,0
如果炎症退了 但是疙瘩一直不退 那可能需要手术切除。,1
3. 未完成接种，其疗效已不可靠了。,1
没有特效治疗办法。,0
也可以用百多邦喷剂喷一喷,1
如果最近几年一直不生冻疮了，大片的红色会慢慢退掉,1
如果没有同样的药，有没有同类的。,0
如果没打针，那可以吃地诺孕素。,1
如果尿脱落细胞检查结果正常，建议3-6个月后再复查膀胱镜,1
发作频繁，比如每周至少发作2、3次或以上、瘙痒明显、皮疹很多那么需要密集服药，即每天或隔天规律服药，控制好了再慢慢减量。,1
同时用呢，就是说呃文件上报到看起来没有说是副作用明显增加，但是就是说这个疗效呢，就有可能重复掉了。,1
（2）第一天安排：请于3月8日（周_2_）上午8:00至泸定路院区（泸定路355号）3楼H区5号诊室报到。,1
没有明显异常,0
不是我的专业，问下胸外科的医生吧,1
万一来了就在吃起来。,0
80,0
外用药可以暂停新适确得软膏，但是润肤依然要保持，如果有反复，如果欲挠抓，可以再重新加用新适确得。,1
做过放疗吗？,0
这个只能自己把握了,0
推迟二次电梯呢，应该来说没有很大的影响，呃呃，你父亲的这个疾病的特点呢，似乎是多发的，然后有低级别啊，这个也是呃，二次电切的一个适应症啊，术后关注的话，我主张首选卡介苗的关注。,1
VB每天两次，每次一片,1
把鸡蛋呢，是目前这个酒厂都要吃，不是说以后一直不能吃啊，那么你还可以做一些那个蓄力的那个共鸣的具体的项目的啊，因为你这个是做出来总的呃序列有过敏，那序列里面还有嗯，曾马粉层，马动物的皮毛啊，然后还有那个霉菌啊，花草树木啊这些。,1
那你可以考虑做包皮环切术,1
检查过以后根据情况再说，做CT没大关系的，不愿做如果担心的话就做磁共振,1
胆碱能性荨麻疹主要由于运动、受热、精神紧张、进食热饮或酒精饮料后，躯体深部温度上升，促使乙酰胆碱作用于肥大细胞而发病。,1
疣还是不倾向，皮赘可能最大，可以激光祛除时候取下来的组织加病理检查，排除皮角可能,1
感觉不太像，建议做过活检,1
目前考虑重度特应性皮炎，也就是反复发作的湿疹，需要积极控制。,1
最好还是先来医院看一下，做b超，抽血,1
目前主要注意什么原因引起的过敏？,0
一般停药3个月左右，就可以注射疫苗了,1
开好了 等我下门诊,0
网上发给我就行了,0
一般切除就根治了，不会复发的，所以说你不用担心切除一般就是根治好，但是要看最后的病理报告，就看切出来的病理报告的。,1
行,0
现在还有什么不舒服吗，白带多不多。,0
固肾安胎丸当地没有货可以在网上购买的。,0
建议你先腹腔镜下手术剥除囊肿，后续要打亮丙瑞林针3针，然后再做试管,1
但结节一年基本没有变化，也很小。,1
目前的皮炎状况，还是建议继续打达必妥。,1
我们尽量您周四来检查，周五安排或下周一安排，这也要看情况。,1
那你现在在吃什么药呢。,0
你这个需要把具体图片发给我看光是这些文字报告不行的好吧。,0
嗯，这样，如果你平时就是呃，这种连成片的小丘疹，然后呃又很痒了，那肯定是湿疹不是着窗，因为痤疮是不痒的皮疹，那么但是我觉得就你现在这样的皮疹啊，呃，实际上还是不太建议涂艾洛松或者比美模式，那艾洛松和比美模式最最好是只是涂在那些就是呃，有黄色结痂的群，因为有黄色结痂了，说明这个地方就有水泡了，呃，就有渗出了，那么这个时候涂一点是可以的呃，所以外用的还是尽量这个药膏尽量少用。,1
复查后再说用药，男方治疗疗程长，疗程长，药费高。,1
还是要去验个血看看,1
可以多饮水观察,1
您好，麻烦提供一下患处的清晰真实的照片,0
皮疹好转，逐步减量，一天一次，隔天一次…,1
排好了，下周一来做检查，周二当天入院手术，周三出院,1
大量喝水，小苏打水清洗外阴，对症治疗，无效看门诊,1
目前总体考虑良性概率略高于恶性肿瘤。,1
磁共振来我院做,1
用胃重建，8万左右,1
如果上述治疗方案仍控制不住，建议到医院做一下血液过敏源、斑贴试验、免疫功能（包括免疫球蛋白E、抗核抗体等）、嗜酸细胞计数等检测。,1
没关系，可以继续观察，最近排便通畅吗？,0
这个没问题。,0
我的号现在预约下周的都应该可以预约上，不需要加号的。,0
因出现面部浮肿有半个月，发生浮肿前半月余已停复方甘草酸苷片。,1
碱性磷酸酶升高，一个说明这个骨转移再进一步的恶化，呃潜血加号呢，这个村也属于这个局部的肿瘤啊，在恶化，所以他可能对血管微小血管破裂出血，所以这些情况呢，加上你今年可以一个月238乘240也在升高，所以总的来讲的治疗效果很不好，那么你接下来肯定是要有有心理条件尽快化疗可以同时做489的一个治疗两种理论上是不冲突的啊，是没问题的，可以同时进行。,1
欢迎加入俞杞泉医生的好大夫交流站，时时关注你的身体健康！,0
考虑到孩子快三个月了，我会建议给孩子使用婴儿用定型枕两个月看头型变化趋势的。,1
没啥的话停药看看,1
另外、脸上耳朵上药水擦掉后再发照片吧？,0
嗯，胎停的原因呢，有很多种，那么首先最常见的是这个染色体胚胎本身染色体的异常，其次呢，还有就是跟孕酮也有关系就是你，如果黄体功能不足，导致孕酮低也会发生胎停，还有一点就是腺疾病的病灶，如果破坏了子宫内膜的结核待那么也会导致胎停。,1
另外术后辅助都是自费的，是否应用都是患者自选的。,0
照片我看看,0
2周后复查B超检查了解宫内胚胎变化。,1
7月份之后一直没有复查过吗？,0
所以你要是说孕早孕反应没有了那你要及时去做这个。,0
可能可以不用定位,0
呃，我看过你这个报告了还是中度到重度之间一个片头你原来门诊在我们院怎么会做一个PPT呢，像你这样的情况，我看了下照片就是非常典型的一个体位性的一个片头吗，你没必要做CT的吗，你这个放射线是多吃的骂你肯定找了一个没有经验的人呃，至于治疗的计划，我一会儿跟你通过好大夫这个电话跟你说一下8010的好吧，呃信息的报告，我看了，但信息主要的问题在办公楼里面呢，也不是太好。,1
上次配了吗,0
希望老人一切安好,0
普通胸片，3月后复查ct,1
谢谢配合！,0
没有机会手术，只能考虑化疗,1
离医院,0
下次复查再做吧，目前没有明显新的异常，继续定期复查,0
没问题，半年后来我门诊随访。,1
都是非处方药,0
8月26日下午停诊了，你可以周三8月24日下午3点半前到华山医院静安分院，静安区中心医院门诊五楼皮肤科拿加号单，再到门诊一楼挂号。,1
手术很简单，国内做得少是因为没有全面推广，尚处于临床试验阶段。,1
平时保护皮肤避免搔抓外伤。,1
从病史主诉及化验结果看考虑为瘙痒疹及过敏体质。,1
多维片，每日1片。,1
CT或MRI,0
有问题可随时联系。,0
